video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
o-eYfCScIG0,Soy el Barone #Shorts,Probando la pasta de sellado viral de Internet,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DC6TOEP","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-17T22:15:01Z,13704,613,,9,PT51S,hd,false
jDPAVJVH4Ls,Soy el Barone #Shorts,Pruebas del proyector portátil para coches de lujo,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DFBpHH5","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-16T21:45:01Z,4948,351,,13,PT55S,hd,false
ZJr_0pT4Vns,Soy el Barone #Shorts,Este condón de tenis puede prevenirte de varias enfermedades,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DBsGqQR","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-15T23:00:12Z,7670,392,,11,PT57S,hd,false
vHvv_y1ZXoQ,Soy el Barone #Shorts,Este extractor de puntos negros es algo muy útil,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DDYl6Ld","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-14T22:30:04Z,41086,2817,,58,PT48S,hd,false
mO2tvkDUjdY,Soy el Barone #Shorts,Este panel solar LED ilumina toda la calle sin gastar 1 centavo,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DdOI5Er","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-13T15:45:02Z,38586,6602,,35,PT54S,hd,false
RvcblrnqErY,Soy el Barone #Shorts,Probando la depiladora de luz negra viral de Internet,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DBSR43h","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-12T15:15:02Z,5301,452,,7,PT59S,hd,false
KSuvxFVYkyg,Soy el Barone #Shorts,¿Por qué esta pelota es la más rápida en la historia de la Copa del Mundo,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-11T14:45:01Z,5080,331,,4,PT57S,hd,false
9hdnL1p0xiw,Soy el Barone #Shorts,Probando los lentes de RoboCop que te dan visión de águila,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DnLw1OP","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-10T15:15:00Z,5091,396,,6,PT34S,hd,false
ehd7oy1rPQc,Soy el Barone #Shorts,Los electricistas enloqueciendo con esta cinta aislante líquida,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DmD2r3H","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-09T14:15:02Z,5480,353,,4,PT53S,hd,false
jaOVd_IbEvU,Soy el Barone #Shorts,Este afilador eléctrico convierte un cuchillo sin filo en una navaja,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DBLmVcJ","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-08T14:45:03Z,2576965,121053,,290,PT40S,hd,false
5kloeLX6H-8,Soy el Barone #Shorts,Probando el cepillo de rayos UV blanqueador de dientes,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DDEtzZ9","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-07T15:15:00Z,417056,52971,,349,PT58S,hd,false
7aIMN6BLl30,Soy el Barone #Shorts,¡La herramienta más inteligente que he visto en mi VIDA! shorts esp,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DesbHJV","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-06T15:45:00Z,5266,315,,5,PT53S,hd,false
oZclHutR1B0,Soy el Barone #Shorts,Esta botella de la NASA es la más impresionante que he visto en mi vida,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DmUUBvt","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-05T15:15:03Z,1168258,150940,,427,PT56S,hd,false
pSCGFVsmKDI,Soy el Barone #Shorts,Asó una picanha enterrada bajo tierra,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-04T15:45:00Z,4779,500,,6,PT54S,hd,false
aPqaeJHCxGQ,Soy el Barone #Shorts,POR QUÉ MCDONALD S NO HACE ESTO,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-03T14:45:00Z,5196,396,,6,PT46S,hd,false
GIUUoM5RmEw,Soy el Barone #Shorts,ASANDO EL FAMOSO FILETE INVERTIDO,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-02T16:00:07Z,40245,3883,,61,PT52S,hd,false
bZ5HrFOTK6Y,Soy el Barone #Shorts,"ELIMINÉ EL RAYÓN DEL AUTO CON LUBRICANTE, ¡Y FUNCIONA DE VERDAD!",#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2023-01-01T15:45:01Z,3757,315,,4,PT34S,hd,false
ncBmune7dtE,Soy el Barone #Shorts,Congeló el agua en movimiento flujo laminar,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-31T15:45:01Z,5213,505,,11,PT45S,hd,false
ReCYFuuQtZs,Soy el Barone #Shorts,LAS INDUSTRIAS NO QUIEREN QUE SEPAS ESTE TRUCO,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-30T16:15:00Z,5042,726,,7,PT38S,hd,false
sQ3yqvPzWOg,Soy el Barone #Shorts,LOS ARTISTAS NO QUIEREN QUE SEPAS ESTE TRUCO,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-29T14:45:01Z,4902,447,,3,PT34S,hd,false
2GVxFopvR9A,Soy el Barone #Shorts,Esta impresora futurista imprime para siempre sin necesidad de tinta,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DlvSuLz","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-28T14:45:00Z,4682,363,,8,PT51S,hd,false
zkeBZllyZjk,Soy el Barone #Shorts,Impresionante la potencia de este látigo para adiestrar búfalos,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DDWWX7p","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-27T15:45:03Z,36044,3352,,32,PT50S,hd,false
_qBl87JRRT0,Soy el Barone #Shorts,Esto va a convertir una hoja en cemento🍃,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DexJ72J","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-26T16:30:04Z,544132,61393,,261,PT56S,hd,false
T4148VZz5Ek,Soy el Barone #Shorts,Este módem de mil dólares obtiene internet ultrarrápido incluso en una isla desierta,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-25T14:45:01Z,393735,56968,,335,PT58S,hd,false
FWInwyi4_UY,Soy el Barone #Shorts,"Este es KingKong PRO, ¡el teléfono más resistente del mundo!","#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DDLtf7t","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-24T16:30:03Z,29607,3979,,21,PT58S,hd,false
lZAwK3yqLkk,Soy el Barone #Shorts,¡INCREÍBLE! Estas gafas indestructibles pueden soportar el peso de un coche.,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_A7OSYN","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-23T14:45:02Z,3946,199,,2,PT57S,hd,false
XxzGvfySYBE,Soy el Barone #Shorts,Esta esponja mágica de carburo de silicio es realmente potente,"#shorts #espanhol #puebras
Enlace https://shope.ee/5fBQFcB3Nw","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-22T17:15:02Z,6453,678,,26,PT42S,hd,false
biVRqBS_cXo,Soy el Barone #Shorts,Probando el tiburón volador a control remoto,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DeneS63","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-21T16:45:01Z,1303048,94976,,373,PT57S,hd,false
d4pHOwTnwoI,Soy el Barone #Shorts,Este jabón mágico elimina cualquier olor con poder magnético,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DCOO80r","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-20T19:45:07Z,6143,815,,10,PT50S,hd,false
TBfTqNYyUAA,Soy el Barone #Shorts,Este paraguas de la NASA es lo más asombroso que he visto nunca.,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DmYn37D","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-20T14:45:01Z,5571,1178,,8,PT44S,hd,false
PkZJe3UZ_Kc,Soy el Barone #Shorts,Prueba de un minitanque que dispara bolas de gel,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_ApLo53","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-19T20:15:00Z,2424,206,,2,PT48S,hd,false
f2zmiqVyXek,Soy el Barone #Shorts,Probando la ducha mágica viral de Internet,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_9jglFF","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-19T14:15:03Z,5200,1254,,12,PT55S,hd,false
HZMjICAE9N8,Soy el Barone #Shorts,Prueba de una pistola tirachinas semiautomática,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-18T16:45:00Z,3103,245,,4,PT49S,hd,false
Axeg1WaRXlI,Soy el Barone #Shorts,Convierte cualquier taladro en una sierra eléctrica 🪚,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DCTxHRl","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-17T14:45:00Z,11348,342,,5,PT37S,hd,false
OWYVlpFQuP4,Soy el Barone #Shorts,¡Este es el encendedor más GENIAL que he visto nunca!,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_9usj2B","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-16T15:45:00Z,87359,10806,,68,PT29S,hd,false
I6iL-GV6LvY,Soy el Barone #Shorts,Probé la prensa de ajos viral de Internet,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_ASsP5j","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-15T17:15:00Z,5481,455,,9,PT17S,hd,false
xfY1p5b6xQg,Soy el Barone #Shorts,Probando el cubo de hielo mágico que nunca se acaba🧊,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DDA3WvV","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-14T15:45:03Z,4203,231,,6,PT58S,hd,false
PqKGB4RH1do,Soy el Barone #Shorts,Probando la camiseta mágica viral de internet 🪄,"#shorts 
Enlace https://s.click.aliexpress.com/e/_Dd59wbd","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-13T13:59:45Z,158243,25319,,157,PT56S,hd,false
-iMcXAt9iW4,Soy el Barone #Shorts,Probando la ducha mágica viral de internet 🧙,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_9jglFF","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-10T16:32:37Z,7681,831,,19,PT59S,hd,false
1MExresaOn8,Soy el Barone #Shorts,Esta tabla mágica descongela cualquier carne en un tiempo récord,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DktkuUb","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-09T15:15:00Z,1462820,176826,,639,PT59S,hd,false
ic_SM1NNTMU,Soy el Barone #Shorts,Probé la cortadora de sandía viral en internet,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_9iKnID","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-08T14:45:01Z,6084,287,,10,PT21S,hd,false
z3ODTC8jeUs,Soy el Barone #Shorts,Probé el abridor de huevos viral en internet,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_AVFsjJ","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-07T14:45:03Z,5720,289,,3,PT28S,hd,false
Z1Qn9cIBC6Q,Soy el Barone #Shorts,Probando la cuchara sopera mágica,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DF6nAeX","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-06T14:45:01Z,80694,7152,,56,PT34S,hd,false
NF2tBic0afo,Soy el Barone #Shorts,He probado la camiseta blindada anti-corte,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_ALsmZF","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-05T20:45:00Z,876601,76670,,634,PT49S,hd,false
WGC4Hfyp6mY,Soy el Barone #Shorts,Prueba del experimento del motor a reacción en la botella de PET,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-05T14:45:02Z,6398,351,,8,PT50S,hd,false
t3MzobTrGOM,Soy el Barone #Shorts,No sabía que un whisky pudiera hacer eso con una sierra.,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DeDM1kr","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-04T19:45:02Z,11560,605,,19,PT54S,hd,false
ggs-38pByIw,Soy el Barone #Shorts,Probando el cable viral indestructible de Internet ✂️🪢,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DDwNiLv","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-04T15:45:02Z,5026,336,,7,PT49S,hd,false
3pPgnrKSV_8,Soy el Barone #Shorts,Esta afeitadora está dejando a todos calvos,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_9gVhfF","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-03T19:45:00Z,3987217,153567,,919,PT37S,hd,false
Y-dGMY1vuXQ,Soy el Barone #Shorts,Compré la cuchilla más afilada del mundo 🔪,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_9J2sAH","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-03T14:15:01Z,47128,3266,,36,PT49S,hd,false
kxmKf5PdlhM,Soy el Barone #Shorts,Probando la mano del hombre de hierro lanzando bolas de gel,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_DENDfFH","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-02T20:45:02Z,6054,349,,7,PT46S,hd,false
8ixStwnfQY4,Soy el Barone #Shorts,Estas tijeras biónicas dan miedo ✂️🌱,"#shorts #espanhol #puebras
Enlace https://s.click.aliexpress.com/e/_A0z8lF","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-02T14:45:00Z,458737,44905,,229,PT49S,hd,false
ErmiGOjcqlw,Soy el Barone #Shorts,Esta cinta de los anuncios americanos es increíble,#shorts #espanhol #puebras,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-01T20:46:20Z,27460,3672,,70,PT46S,hd,false
KQK9vRqg1P4,Soy el Barone #Shorts,Este ácido promete dejar una botella nueva 😱,"#shorts
Enlace https://s.click.aliexpress.com/e/_AL0zIb","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-12-01T14:45:00Z,11357,507,,33,PT47S,hd,false
mMgYii9H5cw,Soy el Barone #Shorts,Este revólver letal cabe en la hebilla de un cinturón,#shorts,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-11-30T14:45:03Z,105876,5486,,67,PT31S,hd,false
_0Y0SMiITxQ,Soy el Barone #Shorts,¡Nunca imaginé que eso funcionaría tan bien!,"#shorts
Enlace  https://s.click.aliexpress.com/e/_9GFrJr","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-11-29T14:45:01Z,834237,95287,,571,PT58S,hd,false
QIRhDK19VVE,Soy el Barone #Shorts,Este dispositivo para impulsar el escape es muy superior,"#shorts
Enlace https://s.click.aliexpress.com/e/_AmyNKZ","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-11-28T14:45:03Z,5790,474,,8,PT52S,hd,false
KzZjy6tIKm0,Soy el Barone #Shorts,Pistola 357 Magnum vs gelatina balistica americana,#shorts,"['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-11-27T14:45:02Z,20745,1268,,12,PT41S,hd,false
h7qVCV2yGAU,Soy el Barone #Shorts,Probando la llave universal para cualquier tipo de tornillo 🔩🔧,"#shorts 
Enlace https://s.click.aliexpress.com/e/_DFfkfcr","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-11-26T20:05:18Z,19363,2626,,26,PT57S,hd,false
3Wpmy6cdWQI,Soy el Barone #Shorts,Este dispositivo milagroso corregirá mi postura 🥲,"#shorts
Enlace https://s.click.aliexpress.com/e/_9wS74H","['puebra', 'productos', 'pruebas', 'viral', 'curisosidades']",2022-11-25T14:21:09Z,7648661,573125,,650,PT51S,hd,false
M_ZiqOrsHl0, PONGAMOSLO A PRUEBA CORTOS,3 Inventos inovadores geniale y originales puestos a prueba,"Puse a prueba el cohete para regar plantas, puse a prueba la mochila con ojos led y puse a prueba la sarten para crepas","['inventos chinos', 'productos inovadores', 'pongamoslo a prueba', 'jimmy', 'sarten electrica', 'inventos top', 'inventos divertidos', 'mochila con ojos led']",2023-09-07T18:40:13Z,98724,6663,,182,PT3M18S,hd,false
e6PikWZVEIE, PONGAMOSLO A PRUEBA CORTOS,truco para hacerte unas bocinas caseras,,,2023-09-05T00:34:35Z,1584968,182978,,509,PT57S,hd,false
xvv1zmzTNZI, PONGAMOSLO A PRUEBA CORTOS,#lifehack para tener luz infinita,,,2023-09-01T23:51:07Z,752322,72836,,557,PT57S,hd,false
9-0qggWUvvE, PONGAMOSLO A PRUEBA CORTOS,TRucos para que no te roben el celular,"Puse a prueba 3 trucos para que no te quiten el celular, si te lo roban no puedan apagarlo y puedas localizarlo
Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['celular', 'movil telefono', 'apagar', 'localizar', 'encontrar', 'andoid', 'iphone']",2023-08-30T17:41:00Z,126223,9556,,310,PT3M10S,hd,false
eujkgF3Bm3Q, PONGAMOSLO A PRUEBA CORTOS,Esto pasa cuando metes una prueba de embarazo en un jitomate,,,2023-08-29T00:13:16Z,7049076,729428,,4559,PT1M,hd,false
YJOkot5NCF4, PONGAMOSLO A PRUEBA CORTOS,puse a prueba la pelota arcoiris hecha con cinta,,,2023-08-25T23:39:38Z,4260697,483038,,922,PT1M,hd,false
9L2rlXGNSo4, PONGAMOSLO A PRUEBA CORTOS,puse a prueba la cera para depilar la nariz,,,2023-08-22T23:32:50Z,3583498,415900,,1804,PT51S,hd,false
ZUUBbB5fxhQ, PONGAMOSLO A PRUEBA CORTOS,cable secreto en los aerpods #pongamosloaprueba  #ipod,,,2023-08-20T23:03:17Z,2829855,289212,,1700,PT35S,hd,false
iqGXWhzDbjU, PONGAMOSLO A PRUEBA CORTOS,3 para enfriar tu cuerpo al instante,"estos 3 inventos que puse a prueba son para épocas de calor, para enfriar todo al instante","['frio', 'calor', 'enfriar', 'enfriar cuarto', 'enfriar cuerpo', 'productos para el calor', 'aire acondicionado', 'enfriar habiatacion', 'enfriar ventilador', 'pongamoslo a prueba', 'jimmy', 'inventos', 'productos', 'chavo que prueba cosas', 'chavo que prueba inventos']",2023-08-17T22:45:02Z,198183,9980,,264,PT3M31S,hd,false
rsOVHIN8hRU, PONGAMOSLO A PRUEBA CORTOS,#lifehack para revivir tus rosas marchitas,,,2023-08-15T23:17:48Z,1704763,168035,,802,PT52S,hd,false
WQKaUHYMikU, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba el #lifehack  para que no se te pegue el huevo!,,,2023-08-14T00:23:41Z,5201615,537362,,4269,PT56S,hd,false
Mo7z4D9C5Ow, PONGAMOSLO A PRUEBA CORTOS,"La fruta mas cara del mundo // Sandia, mango y melon // Pongamoslo a prueba",Puse a prueba la sandia cuadrada y las frutas mas caras del mundo en japon.,"['japon', 'pongamoslo a prueba', 'fruta', 'la fruta mas cara del mundo', 'fruta cuadrada', 'sandia cuadrada', 'jimmy']",2023-08-09T18:20:32Z,514746,17250,,868,PT8M47S,hd,false
DPbuXaU8Phw, PONGAMOSLO A PRUEBA CORTOS,la verdad de estos espejos circulares,,,2023-08-07T01:12:41Z,2857623,340716,,946,PT47S,hd,false
gemUN26ksTQ, PONGAMOSLO A PRUEBA CORTOS,Inventos geniales y curiosos que no sabias que necesitabas // Pongamoslo a prueba,"puse a prueba un par de produtos curiosos que quiza quieras tener
Inventos geniales y curiosis",,2023-08-04T17:55:55Z,285465,12752,,274,PT3M15S,hd,false
E78umwIUqkI, PONGAMOSLO A PRUEBA CORTOS,"3 Productos de belleza puestos a prueba, el blanqueador de piel, la plancha diana fletes y labios","Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg",,2023-07-25T22:30:01Z,223333,8845,,348,PT3M55S,hd,false
7-ZHKd29y0U, PONGAMOSLO A PRUEBA CORTOS,puse a prueba la plancha con figuras,,,2023-07-22T23:28:22Z,2481271,249752,,1068,PT51S,hd,false
7G_qrXPexdY, PONGAMOSLO A PRUEBA CORTOS,"BLanquea tus dientes en segundos, probe 3 productos  virales de internet // Pongamoslo a prueba","Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg",,2023-07-18T22:30:01Z,649835,22670,,447,PT3M39S,hd,false
Ni5dkXCOR1s, PONGAMOSLO A PRUEBA CORTOS,puse a prueba las gomitas de melatonina para dormir,,,2023-07-16T23:42:39Z,10199186,907550,,3015,PT1M,hd,false
M0WK5JJRmHA, PONGAMOSLO A PRUEBA CORTOS,puse a prueba el tapete de piedra que seca al instante,,,2023-07-15T00:08:29Z,4096746,511785,,1344,PT1M,hd,false
4gz1M3BxSrE, PONGAMOSLO A PRUEBA CORTOS,3 inventos chinos para tu cocina,"Puse a prueba la lavavajillas portatil, el rebanador de verduras y la estufa china.
Te digo si funcionan o no","['pongamoslo a prueba', 'jimmy', 'estufa china', 'estufa con quemadores', 'estufa facil de limpiar', 'rebanador de verduras', 'rebanador de vegetales', 'papas', 'lavavajillas']",2023-07-12T17:18:55Z,258267,10349,,321,PT3M33S,hd,false
Ihwwwk-OUO4, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba la mini plancha portatil,,,2023-07-12T00:10:21Z,2653131,281167,,1069,PT51S,hd,false
y81UJMoo_bU, PONGAMOSLO A PRUEBA CORTOS,#lifehack para partir una manzana a la mitad con las manos,,,2023-07-09T22:59:05Z,9917237,1015911,,1682,PT42S,hd,false
-WTaLqcVu1E, PONGAMOSLO A PRUEBA CORTOS,3 inventos chinos para que no tengas calor,"puse a prueba 3 inventos para quitar el calor, apra esta epoca calurosa","['calor', 'ventilador', 'aire acondicionado', 'economico', 'ventilador con agua', 'chamarra con ventilador', 'inventos para el calor', 'refrescar', 'clima']",2023-07-05T18:17:57Z,398586,15877,,306,PT3M37S,hd,false
PXYKnyTnDC8, PONGAMOSLO A PRUEBA CORTOS,Me pidieron mucho que les explicará cómo funciona está pintura mágica,,,2023-07-04T00:09:05Z,2441279,252627,,919,PT55S,hd,false
ulz3r3kegyI, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba está pintura mágica,,,2023-07-02T00:15:54Z,16279500,1283551,,0,PT1M,hd,false
s5kPdcq88xk, PONGAMOSLO A PRUEBA CORTOS,Esto pasa cuando metes una piña de pino en agua caliente,,,2023-06-30T01:03:51Z,2407983,231024,,724,PT38S,hd,false
pxoBm5eej3M, PONGAMOSLO A PRUEBA CORTOS,Kit con iman para sacar tesoros del agua,"Puse a prueba un kit creado para sacar tesoros del mar , lagos, rios, viene con su iman super potente y un par de cosas mas.","['iman mas potente del mundo', 'iman potente', 'mar', 'agua', 'profundidades', 'perdidos', 'sumergidos', 'sacar cosas del mar', 'tesoros', 'bajo el agua', 'busca de tesoros', 'iman']",2023-06-29T19:08:00Z,286756,12680,,656,PT8M7S,hd,false
-ctRJ9r6oLc, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba el shampoo para la caspa Dercos ¿Funciona?  #caspa,,,2023-06-27T23:05:07Z,1576846,171281,,1375,PT57S,hd,false
y2_96StPTD0, PONGAMOSLO A PRUEBA CORTOS,#lifehack para ganar en la maquinita de peluches,,,2023-06-26T01:07:22Z,4560452,459413,,843,PT57S,hd,false
iQ7fF1pPFWE, PONGAMOSLO A PRUEBA CORTOS,lifehack para limpiar la plata,,,2023-06-23T01:09:33Z,2472603,235382,,925,PT1M,hd,false
iQF6XIJFCUY, PONGAMOSLO A PRUEBA CORTOS,PUSE A PRUEBA EL INTERNET DE STARLINK,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['elon mosk', 'ilon musk', 'ilon mosk', 'internet', 'space x', 'antena', 'mejor internet', 'rapido', 'wifi', 'pongamoslo a prueba', 'jimmy', 'internet donde sea', 'mejorar el internet']",2023-06-22T19:05:31Z,1244574,48813,,2976,PT8M10S,hd,false
HI43hkQE-GI, PONGAMOSLO A PRUEBA CORTOS,#lifehack para deshojar la lechuga,,,2023-06-18T22:41:11Z,1491254,145254,,385,PT34S,hd,false
Xeq4OyNEpuU, PONGAMOSLO A PRUEBA CORTOS,¿Es verdad que este celular tiene la mejor cámara? Puse a prueba el HONOR Magic5 Pro,,,2023-06-15T23:56:15Z,4523695,591050,,2628,PT1M,hd,false
VxRwkQJ8_9M, PONGAMOSLO A PRUEBA CORTOS,Esto pasa si metes un jabón al horno de microondas,,,2023-06-15T00:28:12Z,3035138,304522,,760,PT49S,hd,false
rJAeOl7b874, PONGAMOSLO A PRUEBA CORTOS,a qué  no puedes romper un huevo así,,,2023-06-11T00:16:35Z,1881219,170657,,1327,PT51S,hd,false
tQqkJkRm0nw, PONGAMOSLO A PRUEBA CORTOS,3 INVENTOS GENIALES DE LOS CHINOS,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['inventos chinos', 'pongamoslo a prueba', 'destapa caños', 'destapador de baños con aire', 'destapacaños con aire a presion', 'inventos', 'inovacion', 'inovadotes', 'tecnologica', 'jimmy']",2023-06-08T17:45:02Z,617456,15307,,436,PT3M47S,hd,false
X9QtoZ6tjuw, PONGAMOSLO A PRUEBA CORTOS,El iPhone te toma fotos cada 5 segundos sin que lo sepas,,,2023-06-06T23:42:09Z,6456657,534418,,2214,PT45S,hd,false
spk8nfMngVg, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba la limonada de @LaGranjadelBorrego,,,2023-06-04T00:29:10Z,1945337,190611,,617,PT35S,hd,false
